t,score,contact_f1,dist_rmse,auric_penalty,ph_rms,ph_max,tp,fp,fn,seed,codec,beam,K,cutoff,min_sep,auric_m,auric_every,w_contact,w_rmse,wA,wB
13,-0.941861604800986,0.0,0.6686190992755519,0.2732425055254341,5.758989079466133,8.79630092126377,0,0,0,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
14,-0.921580228906475,0.0,0.6483377233810408,0.2732425055254341,7.48296292360094,12.89121486148489,0,0,0,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
15,0.07856377155133126,1.0,0.6481937229232346,0.2732425055254341,4.905654772974232,8.20738879938104,1,0,0,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
16,0.09414196044719753,1.0,0.6326155340273684,0.2732425055254341,5.361818553662996,9.878675282240806,3,0,0,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
17,0.055733089561963045,1.0,0.6710244049126028,0.2732425055254341,6.704280005713535,11.631343085126584,6,0,0,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
18,0.08168169762202288,1.0,0.645075796852543,0.2732425055254341,6.564023399567482,11.72834475303084,10,0,0,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
19,0.010195557899047525,0.9333333333333333,0.6498952699088517,0.2732425055254341,6.542995507552411,11.968867819807288,14,2,0,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
20,-0.07104742867487762,0.9714285714285714,0.7408160923864023,0.3016599077170467,7.39243422949454,11.599982074664865,17,0,1,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
21,-0.1355533304718402,0.9166666666666666,0.7552659717744012,0.2969540253641056,8.005550177898495,14.075849591489032,22,3,1,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
22,-0.15716499138764878,0.912280701754386,0.7695619913124315,0.2998837018296033,7.460684955346285,13.466225928736243,26,4,1,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
23,-0.18906669932986198,0.9206349206349207,0.7758920588554847,0.33380956110929794,7.611335176906828,11.464370406855469,29,4,1,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
24,-0.18154229860162036,0.9705882352941176,0.8504706261786913,0.3016599077170467,7.960023829848543,13.208961016855707,33,1,1,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
25,-0.18816084142026684,0.9599999999999999,0.84650093370322,0.3016599077170467,8.485563601811963,16.64317388244002,36,2,1,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
26,-0.15949690096874453,0.963855421686747,0.8216924149384448,0.3016599077170467,8.91693137604587,16.2639696637149,40,2,1,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
27,-0.1586821365091865,0.9361702127659575,0.761042788165846,0.33380956110929794,7.817031149081546,11.834682525363851,44,5,1,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
28,-0.15226166391895074,0.945054945054945,0.7956567012568491,0.3016599077170467,8.075339993706452,14.222697912370133,43,3,2,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
29,-0.15033075531243828,0.9438202247191012,0.7924910723144928,0.3016599077170467,11.009262610372973,24.799744724431346,42,2,3,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
30,-0.2736588651984837,0.945054945054945,0.8123999500342582,0.4063138602191705,8.537410487370263,14.625823073911137,43,3,2,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
31,-0.2923270566339318,0.945054945054945,0.824458218386373,0.41292378330250384,8.15660120922142,14.272758814297362,43,3,2,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
32,-0.3182786690498609,0.945054945054945,0.8570197538856354,0.4063138602191705,8.600162791464992,14.058721777389765,43,3,2,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
33,-0.3264254929306715,0.945054945054945,0.8585566546831127,0.41292378330250384,7.720443351944404,14.024001930637887,43,3,2,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
34,-0.3316303106760176,0.9462365591397849,0.8649430865132987,0.41292378330250384,8.281268586378575,15.465587584323849,44,3,2,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
35,-0.35722026118369204,0.9361702127659575,0.8804666906471457,0.41292378330250384,8.486433311248799,15.111503830691436,44,3,3,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
36,-0.35547114197240864,0.9532710280373832,0.895818386707288,0.41292378330250384,9.908121555272002,19.79874401487902,51,3,2,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
37,-0.33919386188100836,0.9565217391304347,0.8827918177089392,0.41292378330250384,9.563393944280062,16.610777877776577,55,3,2,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
38,-0.3405656938964203,0.9516129032258065,0.8792548138197229,0.41292378330250384,8.553201977756025,15.892877565550766,59,3,3,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
39,-0.34022823317889556,0.9393939393939394,0.8666983892703312,0.41292378330250384,10.580401956850721,21.96199688255543,62,4,4,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
40,-0.45721950524411736,0.943661971830986,0.8918258627527539,0.5090556143223495,10.687078715449141,17.442618832015057,67,5,3,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
41,-0.44918121271374667,0.9466666666666667,0.8867922650580639,0.5090556143223495,10.814513609530673,17.082036207669507,71,5,3,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
42,-0.459692571931516,0.9419354838709677,0.8925724414801343,0.5090556143223495,11.015117479602162,17.267206117987694,73,5,4,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
43,-0.4686679778612274,0.9419354838709677,0.9015478474098456,0.5090556143223495,11.154617375831583,18.68490562995802,73,5,4,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
44,-0.4644105337926846,0.9433962264150944,0.8987511458854295,0.5090556143223495,11.076478184297176,16.297034122810924,75,5,4,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
45,-0.47657882822783293,0.9506172839506174,0.8857199193604648,0.5414761928179855,8.794547197158682,13.538579848435452,77,3,5,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
46,-0.4739267817992765,0.9378531073446328,0.9027242748215598,0.5090556143223495,11.198085554378933,15.8723284257674,83,7,4,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
47,-0.47004146400001134,0.9239130434782609,0.8706248686829727,0.5233296387952995,11.952966388558508,22.307506156687957,85,5,9,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
48,-0.46212972761868243,0.9292929292929293,0.8667495789033435,0.5246730780082682,10.017020001018894,17.502240577184747,92,5,9,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
49,-0.4710713161854938,0.9351851851851852,0.8891783926077486,0.5170781087629305,13.556542697271247,24.533812507919144,101,7,7,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
50,-0.47984342126654,0.9363636363636363,0.8854706438441906,0.5307364137859857,14.535817255204776,26.651450794849264,103,6,8,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
51,-0.47676512770569623,0.9380530973451328,0.8840818112648433,0.5307364137859857,14.715901397764958,26.226919874210147,106,6,8,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
52,-0.4801713177776783,0.9385964912280702,0.8880313952197628,0.5307364137859857,14.929927533526378,25.77930186946481,107,6,8,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
53,-0.49037635908737465,0.9276595744680851,0.8872995197694741,0.5307364137859857,15.040934941130718,25.408669136212524,109,7,10,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
54,-0.499550183352344,0.9268292682926831,0.8956430378590414,0.5307364137859857,15.215694763233255,24.995331584612043,114,7,11,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
55,-0.5004850515036512,0.9254901960784312,0.8952388337960967,0.5307364137859857,15.09111360139194,24.843070644911666,118,8,11,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
56,-0.5034651948871508,0.920152091254753,0.8928808723559181,0.5307364137859857,15.641333071166784,25.10555009192456,121,9,12,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
57,-0.4960625066098129,0.922509225092251,0.8878353179160782,0.5307364137859857,15.79513483247212,24.72527353557595,125,9,12,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
58,-0.4894547372832372,0.922509225092251,0.8812275485895025,0.5307364137859857,16.00032097831924,24.972964405821756,125,9,12,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
