t,score,contact_f1,dist_rmse,auric_penalty,ph_rms,ph_max,tp,fp,fn,seed,codec,beam,K,cutoff,min_sep,auric_m,auric_every,w_contact,w_rmse,wA,wB
36,-0.6884101903839991,0.9,1.0305656277833006,0.5578445626006985,7.760225601764677,13.177676453738297,36,5,3,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
37,-0.6746035100672453,0.9111111111111111,1.027870058577658,0.5578445626006985,7.740223147001336,13.276786761028045,41,5,3,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
38,-0.6730675872115314,0.9072164948453607,1.058384217272882,0.5218998647840102,7.733221387668675,13.486441261348796,44,5,4,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
39,-0.67044080819419,0.9090909090909091,1.0216871546844006,0.5578445626006985,8.066733784078721,13.773532302675099,50,7,3,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
40,-0.60044156693653,0.8965517241379309,1.0680556523205065,0.42893763875395446,8.301335169606263,15.169109675972122,52,7,5,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
41,-0.5858068689637709,0.9016393442622952,1.064860969648036,0.42258524357803007,8.626118025004747,16.06988629498168,55,6,6,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
42,-0.5798071850162293,0.8923076923076922,1.0495296337458915,0.42258524357803007,8.77828217786618,15.755349644517086,58,8,6,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
43,-0.5675248499417377,0.8985507246376812,1.0434903310013888,0.42258524357803007,8.944488761173131,15.67178875108936,62,8,6,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
44,-0.549638400150448,0.9027777777777778,1.0298309343501957,0.42258524357803007,9.368810604096927,18.571989929455476,65,8,6,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
45,-0.5402369100381657,0.9006622516556292,1.0183139181157648,0.42258524357803007,9.740773148240962,20.142708133360678,68,9,6,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
46,-0.5424421558181386,0.8961038961038961,1.0159608083440046,0.42258524357803007,10.311032150893379,24.876919344870963,69,9,7,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
47,-0.554762010794954,0.8917197452229298,1.0238965124398538,0.42258524357803007,9.161603612092307,16.37641469069059,70,9,8,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
48,-0.5609733621121649,0.8917197452229298,1.0301078637570646,0.42258524357803007,9.21250160869268,16.563577985398304,70,9,8,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
49,-0.5543486822349293,0.8930817610062892,1.0248451996631884,0.42258524357803007,11.348032665012623,23.79942770835769,71,9,8,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
50,-0.6430133326002657,0.8875739644970414,1.0203097506803003,0.5102775464170068,11.692556455443706,23.34446507425317,75,10,9,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
51,-0.638939895021556,0.888888888888889,1.0175512374934381,0.5102775464170068,11.89734394177251,22.98810276347467,76,10,9,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
52,-0.6347305744312467,0.8901734104046243,1.0146264384188641,0.5102775464170068,12.17012746064648,22.603600638407435,77,10,9,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
53,-0.630678603029347,0.8876404494382022,1.0080415060505423,0.5102775464170068,12.504439637575736,24.13641697400071,79,10,10,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
54,-0.6527778004703879,0.8681318681318682,1.0106321221852492,0.5102775464170068,12.36550413404289,22.131356434726598,79,12,12,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
55,-0.6478950221425076,0.8695652173913043,1.007182693116805,0.5102775464170068,12.517945405741717,21.86418577470935,80,12,12,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
56,-0.6622008252232262,0.8829787234042553,1.0349020022104747,0.5102775464170068,13.893562304574854,29.092445551946778,83,11,11,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
57,-0.6619367989738675,0.8673469387755102,1.023902348102938,0.5053813896464397,13.011839700781218,22.52264384944895,85,13,13,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
58,-0.6591868845673283,0.8877551020408163,1.0366644401911378,0.5102775464170068,14.189735318800679,28.425541943990954,87,10,12,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
59,-0.6576428876611125,0.8725490196078431,1.0199143608519488,0.5102775464170068,16.268021558456276,32.983178546067705,89,15,11,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
60,-0.7636869541765721,0.8720379146919431,1.0145686423093805,0.6211562265591347,13.877833612564153,24.175710069974418,92,14,13,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
61,-0.7607522763570874,0.8699551569506726,1.008644487241157,0.622062946066603,13.803243964414097,23.438701489851884,97,15,14,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
62,-0.7524411207370458,0.8760330578512396,1.0064112325216825,0.622062946066603,13.870884266465962,23.2412813163581,106,15,15,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
63,-0.7584725773813725,0.875,1.0114096313147696,0.622062946066603,13.863258914304858,23.106550021567276,112,17,15,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
64,-0.756763577591996,0.875912408759124,1.010613040284517,0.622062946066603,13.959969885948155,22.95449295739317,120,19,15,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
65,-0.7520674729970765,0.8771929824561403,1.007197509386614,0.622062946066603,14.104034299762315,22.86183661106316,125,20,15,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
66,-0.758348550965454,0.8724832214765099,1.008768826375361,0.622062946066603,14.205236554118098,22.872139286866346,130,21,17,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
67,-0.7593421455408854,0.8721311475409835,1.009410347015266,0.622062946066603,14.376346456911726,22.945389965816226,133,21,18,0,pair72,64,32,8.0,3,8,10,1.0,1.0,0.2,0.2
